1,5841
101,479516
201,869665
301,572490
401,372146
501,413853
601,378657
701,316802
801,294260
901,341418
1001,381042
1101,436075
1201,460440
1301,602146
1401,588320
1501,1018904
1601,1139209
1701,1490446
1801,2001781
1901,1035625
2001,1230660
2101,875266
2201,953251
2301,1026759
2401,1107790
2501,1158454
2601,1067886
2701,867621
2801,819221
2901,771622
3001,1083405
3101,947220
3201,911974
3301,1323293
3401,1185786
3501,1433119
3601,2191144
3701,1930868
3801,2682783
3901,2105104
4001,2039752
4101,2570905
4201,2320096
4301,1885413
4401,1704775
4501,1967146
4601,2477159
4701,1943723
4801,2022149
4901,2978356
5001,2573119
5101,3211261
5201,2789964
5301,3632238
5401,3636065
5501,3598595
5601,4093720
5701,4035341
5801,5274536
5901,5144684
6001,3221470
6101,3011868
6201,3436763
6301,3851287
6401,2579240
6501,2285471
6601,2673566
6701,2558902
6801,2246779
6901,2978656
7001,2254784
7101,2132946
7201,2567789
7301,2249814
7401,1985320
7501,2028711
7601,1956677
7701,2509811
7801,2039621
7901,2492848
8001,2917902
8101,2153434
8201,1859625
8301,2300189
8401,2873470
8501,5828883
8601,2801105
8701,2293877
8801,1879592
8901,1874012
9001,2871215
9101,2257279
9201,1888720
9301,2138076
9401,2917713
9501,2150388
9601,2370761
9701,3066110
9801,2373175
9901,2084846
10001,2961585
