1,4017
101,162942
201,270255
301,206090
401,92346
501,146663
601,138018
701,168413
801,177929
901,184832
1001,131586
1101,199598
1201,166279
1301,175755
1401,261951
1501,198686
1601,274132
1701,240181
1801,249849
1901,293838
2001,297425
2101,301221
2201,339149
2301,345721
2401,397925
2501,402172
2601,462661
2701,433658
2801,328740
2901,349838
3001,360207
3101,352353
3201,361689
3301,396322
3401,398575
3501,438859
3601,557130
3701,458373
3801,473481
3901,467149
4001,495560
4101,611137
4201,490110
4301,517439
4401,560226
4501,530082
4601,533037
4701,543045
4801,591683
4901,742323
5001,614072
5101,681824
5201,728348
5301,668911
5401,717899
5501,714483
5601,1008621
5701,790189
5801,754144
5901,823389
6001,821345
6101,798243
6201,810937
6301,830021
6401,827507
6501,882936
6601,872237
6701,844487
6801,1115583
6901,1082113
7001,945057
7101,934357
7201,962469
7301,1008571
7401,1000877
7501,1162117
7601,1147711
7701,1084407
7801,1110053
7901,1072526
8001,1088996
8101,1212798
8201,1171454
8301,1252539
8401,1194575
8501,1432593
8601,1335498
8701,1219209
8801,1349964
8901,1298441
9001,1341950
9101,1474658
9201,1320762
9301,1311735
9401,1334266
9501,1371784
9601,1465963
9701,1435719
9801,1567665
9901,1557347
10001,1464250
